lat,lng,brightness,scan,track,acq_date,acq_time,satellite,probability (%),version,bright_t31,frp,daynight
-21.844,148.933,318.6,1.2,1.1,2017-04-29,0010,T,66,6.0NRT,297.7,15.7,D
-21.776,148.466,313.4,1.2,1.1,2017-04-29,0010,T,62,6.0NRT,299.7,10.2,D
-21.778,148.478,331.7,1.2,1.1,2017-04-29,0010,T,86,6.0NRT,301.4,36.4,D
-21.851,148.92,312.2,1.2,1.1,2017-04-29,0010,T,54,6.0NRT,296.4,9.1,D
-21.853,148.931,323.9,1.2,1.1,2017-04-29,0010,T,80,6.0NRT,297.1,22.6,D
-21.885,149.122,307.5,1.2,1.1,2017-04-29,0010,T,51,6.0NRT,295.7,5.7,D
-22.507,148.857,312.9,1.2,1.1,2017-04-29,0010,T,64,6.0NRT,300.6,6.9,D
-22.509,148.869,313.8,1.2,1.1,2017-04-29,0010,T,65,6.0NRT,300.1,7.6,D
-23.156,150.749,333,1,1,2017-04-29,0010,T,81,6.0NRT,297.5,29.1,D
-23.759,149.054,307.7,1.1,1,2017-04-29,0010,T,48,6.0NRT,292.7,7.9,D
-23.509,147.441,312.5,1.3,1.1,2017-04-29,0010,T,45,6.0NRT,296.1,10.7,D
-24.473,150.562,326.2,1,1,2017-04-29,0010,T,82,6.0NRT,299.6,18.3,D
-26.854,152.573,321.5,1.1,1,2017-04-29,0010,T,79,6.0NRT,298.5,18.7,D
-27.135,151.938,313.6,1.1,1,2017-04-29,0010,T,67,6.0NRT,295.7,9.7,D
-27.137,151.949,312.9,1.1,1,2017-04-29,0010,T,66,6.0NRT,295.6,9.3,D
-27.316,152.978,306.7,1.2,1.1,2017-04-29,0010,T,39,6.0NRT,295.2,3.3,D
-27.33,152.38,312.6,1.1,1,2017-04-29,0010,T,67,6.0NRT,295,10.5,D
-27.34,152.379,306.5,1.1,1,2017-04-29,0010,T,44,6.0NRT,294.2,5.5,D
-27.502,148.69,325.7,1.1,1,2017-04-29,0010,T,81,6.0NRT,296,20.4,D
-27.508,148.683,317.2,1.1,1,2017-04-29,0010,T,73,6.0NRT,295.8,11.2,D
-27.51,148.694,327.2,1.1,1,2017-04-29,0010,T,83,6.0NRT,296.1,22.1,D
-27.519,148.692,310,1.1,1,2017-04-29,0010,T,25,6.0NRT,294.2,4.6,D
-27.869,149.997,307.3,1,1,2017-04-29,0010,T,56,6.0NRT,294.3,5,D
-29.816,150.424,321.4,1,1,2017-04-29,0010,T,80,6.0NRT,292.6,18.4,D
-29.818,150.434,308.4,1,1,2017-04-29,0010,T,65,6.0NRT,291.5,7.5,D
-31.067,151.939,307.2,1.1,1.1,2017-04-29,0010,T,65,6.0NRT,290,9.9,D
-30.828,147.794,311.7,1.1,1,2017-04-29,0010,T,64,6.0NRT,295.4,6.9,D
-30.837,147.792,317.5,1.1,1,2017-04-29,0010,T,75,6.0NRT,295.1,12.1,D
-31.476,149.308,302.6,1,1,2017-04-29,0010,T,48,6.0NRT,291,4.1,D
-31.957,147.527,306.2,1.1,1,2017-04-29,0010,T,59,6.0NRT,293.7,4.8,D
-31.959,147.538,331.1,1,1,2017-04-29,0010,T,87,6.0NRT,294.1,30.1,D
-32.999,149.861,301.7,1,1,2017-04-29,0010,T,48,6.0NRT,289.1,5.2,D
-32.941,148.326,303.7,1,1,2017-04-29,0010,T,55,6.0NRT,290.2,5.2,D
-32.942,148.336,305.7,1,1,2017-04-29,0010,T,62,6.0NRT,288.7,6.8,D
-33.76,149.522,314.6,1,1,2017-04-29,0010,T,75,6.0NRT,287.7,14.4,D
-34.462,150.879,309,1.1,1.1,2017-04-29,0010,T,51,6.0NRT,295.5,7.3,D
-34.831,146.213,301.8,1.1,1,2017-04-29,0010,T,49,6.0NRT,290.2,3.4,D
-34.833,146.224,302.2,1.1,1,2017-04-29,0010,T,50,6.0NRT,290.4,3.5,D
-35.759,148.078,316.3,1,1,2017-04-29,0010,T,72,6.0NRT,284.2,16.8,D
-35.768,145.841,306,1.1,1,2017-04-29,0010,T,63,6.0NRT,290.8,5.8,D
-35.777,145.839,308.3,1.1,1,2017-04-29,0010,T,67,6.0NRT,290.9,7.6,D
-41.28,148.123,302.4,1,1,2017-04-29,0015,T,52,6.0NRT,289,6.3,D
-41.296,147.766,302,1,1,2017-04-29,0015,T,50,6.0NRT,288,6.4,D
-41.53,146.987,303.4,1,1,2017-04-29,0015,T,56,6.0NRT,289,5.7,D
26.579,12.228,303.1,3.3,1.7,2017-04-29,0025,A,53,6.0NRT,290.5,35.4,N
26.584,12.22,308,3.3,1.7,2017-04-29,0025,A,73,6.0NRT,290.5,50,N
11.457,18.78,307.6,1,1,2017-04-29,0025,A,65,6.0NRT,297.2,5.4,N
10.61,24.028,304.4,2,1.4,2017-04-29,0025,A,7,6.0NRT,291.3,16.8,N
10.607,24.047,315.4,2,1.4,2017-04-29,0025,A,91,6.0NRT,292.8,38,N
10.598,24.026,301,2,1.4,2017-04-29,0025,A,6,6.0NRT,290.6,12.3,N
10.595,24.045,307.9,2,1.4,2017-04-29,0025,A,73,6.0NRT,290.9,23.1,N
10.604,24.041,326.4,2,1.4,2017-04-29,0025,A,100,6.0NRT,293.7,70.2,N
9.816,13.685,302.6,1.5,1.2,2017-04-29,0025,A,37,6.0NRT,286.4,9.8,N
9.814,13.698,309.1,1.5,1.2,2017-04-29,0025,A,77,6.0NRT,286.1,16.6,N
1.43,16.179,303.5,1,1,2017-04-29,0030,A,55,6.0NRT,290.5,5,N
52.54,39.63,304.5,1.9,1.3,2017-04-29,0015,A,60,6.0NRT,282.8,22.1,N
41.312,34.5,306.4,2.2,1.4,2017-04-29,0020,A,68,6.0NRT,277.6,35.9,N
30.533,26.091,304.8,1.2,1.1,2017-04-29,0020,A,61,6.0NRT,283.8,12.5,N
30.404,19.619,302.8,1.2,1.1,2017-04-29,0020,A,51,6.0NRT,291.1,7.2,N
27.994,22.324,302.5,1,1,2017-04-29,0020,A,39,6.0NRT,290.6,5.4,N
27.986,22.323,306.8,1,1,2017-04-29,0020,A,69,6.0NRT,291.2,8.3,N
27.812,22.433,303.8,1,1,2017-04-29,0020,A,57,6.0NRT,291.5,6.7,N
27.648,22.483,309.7,1,1,2017-04-29,0020,A,78,6.0NRT,291.8,10.1,N
7.739,-63.788,303,1.1,1,2017-04-29,0235,T,49,6.0NRT,286.3,7,N
7.73,-64.22,313.6,1.1,1,2017-04-29,0235,T,87,6.0NRT,292.8,10.6,N
7.739,-64.221,307.6,1.1,1,2017-04-29,0235,T,72,6.0NRT,292.4,6.2,N
8.259,-62.87,308.9,1,1,2017-04-29,0235,T,76,6.0NRT,291.5,7,N
8.257,-62.879,317.1,1,1,2017-04-29,0235,T,94,6.0NRT,292.6,13.3,N
8.24,-63.386,314.4,1,1,2017-04-29,0235,T,52,6.0NRT,285.6,13.6,N
8.238,-63.395,309.5,1,1,2017-04-29,0235,T,48,6.0NRT,280.8,10.1,N
8.542,-63.14,351.9,1,1,2017-04-29,0235,T,100,6.0NRT,296,64.5,N
8.541,-63.149,380.4,1,1,2017-04-29,0235,T,100,6.0NRT,297.8,154.7,N
8.55,-63.151,306.9,1,1,2017-04-29,0235,T,47,6.0NRT,294.2,4.2,N
8.649,-62.777,310.7,1,1,2017-04-29,0235,T,81,6.0NRT,293.6,7.6,N
8.381,-64.792,310.5,1.2,1.1,2017-04-29,0235,T,79,6.0NRT,289.8,9.3,N
8.379,-64.803,307.9,1.2,1.1,2017-04-29,0235,T,71,6.0NRT,289.1,7.2,N
8.687,-63.159,308.1,1,1,2017-04-29,0235,T,72,6.0NRT,294.6,5.9,N
8.915,-62.339,303.8,1,1,2017-04-29,0235,T,55,6.0NRT,293,3.4,N
8.572,-65.071,303,1.2,1.1,2017-04-29,0235,T,52,6.0NRT,288.1,5.1,N
8.451,-65.946,300.6,1.3,1.2,2017-04-29,0235,T,13,6.0NRT,284.5,5.3,N
8.991,-62.77,304.9,1,1,2017-04-29,0235,T,62,6.0NRT,290.4,4.8,N
8.99,-62.779,306.1,1,1,2017-04-29,0235,T,67,6.0NRT,289.8,5.6,N
8.849,-64.009,304.5,1.1,1,2017-04-29,0235,T,60,6.0NRT,287.5,5.4,N
9.142,-62.684,300.7,1,1,2017-04-29,0235,T,16,6.0NRT,276.6,4.4,N
8.774,-65.502,304.6,1.3,1.1,2017-04-29,0235,T,57,6.0NRT,278.5,9.6,N
8.785,-65.492,311.7,1.3,1.1,2017-04-29,0235,T,81,6.0NRT,278,15.1,N
8.784,-65.503,317.4,1.3,1.1,2017-04-29,0235,T,95,6.0NRT,280.7,21.3,N
8.795,-65.494,319.7,1.3,1.1,2017-04-29,0235,T,99,6.0NRT,279.8,24,N
8.794,-65.505,318.4,1.3,1.1,2017-04-29,0235,T,97,6.0NRT,281.2,22,N
8.781,-66.059,304.4,1.4,1.2,2017-04-29,0235,T,60,6.0NRT,284.1,9.3,N
8.955,-66.061,302.1,1.3,1.2,2017-04-29,0235,T,47,6.0NRT,281.6,7.1,N
9.372,-64.519,359.8,1.1,1,2017-04-29,0235,T,100,6.0NRT,282.5,97.5,N
9.37,-64.529,325.5,1.1,1,2017-04-29,0235,T,100,6.0NRT,277.9,26,N
9.388,-64.541,307.8,1.1,1,2017-04-29,0235,T,73,6.0NRT,284,8.3,N
9.386,-64.551,312.2,1.1,1,2017-04-29,0235,T,84,6.0NRT,283.7,11.9,N
9.558,-63.628,301.3,1,1,2017-04-29,0235,T,25,6.0NRT,278.1,4.9,N
9.567,-63.629,302.7,1,1,2017-04-29,0235,T,47,6.0NRT,279.7,5.9,N
9.642,-63.556,314.1,1,1,2017-04-29,0235,T,65,6.0NRT,278.7,12.4,N
9.641,-63.565,322.6,1,1,2017-04-29,0235,T,100,6.0NRT,278.1,20.9,N
9.618,-63.722,340,1,1,2017-04-29,0235,T,100,6.0NRT,279.8,45.5,N
9.617,-63.731,325.6,1,1,2017-04-29,0235,T,100,6.0NRT,278.1,24.7,N
9.655,-63.53,318.1,1,1,2017-04-29,0235,T,96,6.0NRT,277.5,17.3,N
9.654,-63.539,307.5,1,1,2017-04-29,0235,T,72,6.0NRT,278.1,8.3,N
9.65,-63.567,331.1,1,1,2017-04-29,0235,T,100,6.0NRT,278.9,31.1,N
9.649,-63.576,314.8,1,1,2017-04-29,0235,T,90,6.0NRT,277.9,13.3,N
9.659,-63.565,300.3,1,1,2017-04-29,0235,T,23,6.0NRT,278.2,4.9,N
9.658,-63.574,301.4,1,1,2017-04-29,0235,T,41,6.0NRT,278.2,5.5,N
9.651,-63.62,333.6,1,1,2017-04-29,0235,T,100,6.0NRT,279.1,35.5,N
9.65,-63.629,339.1,1,1,2017-04-29,0235,T,100,6.0NRT,279.1,43.7,N
9.682,-63.475,308.4,1,1,2017-04-29,0235,T,74,6.0NRT,272.9,10.1,N
9.737,-63.474,317.3,1,1,2017-04-29,0235,T,95,6.0NRT,277.3,16.5,N
9.736,-63.483,300.5,1,1,2017-04-29,0235,T,29,6.0NRT,276.8,4.5,N
9.732,-63.885,306,1,1,2017-04-29,0235,T,66,6.0NRT,286.8,6.7,N
9.14,-68.125,305.4,1.9,1.3,2017-04-29,0235,T,38,6.0NRT,285.6,15.6,N
9.152,-68.127,306.2,1.9,1.3,2017-04-29,0235,T,35,6.0NRT,286.9,16,N
9.145,-68.132,314,1.9,1.3,2017-04-29,0235,T,88,6.0NRT,287.4,30.3,N
9.368,-67.692,302.6,1.7,1.3,2017-04-29,0235,T,48,6.0NRT,281.3,11.7,N
10.124,-63.599,306.4,1,1,2017-04-29,0235,T,68,6.0NRT,280.2,8.4,N
9.732,-66.675,305.1,1.4,1.2,2017-04-29,0235,T,63,6.0NRT,290,9,N
10.057,-64.868,307.3,1.1,1.1,2017-04-29,0235,T,49,6.0NRT,284.8,7.3,N
10.063,-64.89,308.8,1.1,1.1,2017-04-29,0235,T,44,6.0NRT,285.9,7.6,N
10.062,-64.9,309.1,1.1,1.1,2017-04-29,0235,T,70,6.0NRT,285.7,8.4,N
-9.157,-61.411,310.5,1.2,1.1,2017-04-29,0230,T,80,6.0NRT,289.8,12.2,N
-11.367,-36.989,314.7,1,1,2017-04-29,0350,A,86,6.0NRT,295.1,10.2,N
-11.368,-36.98,308.3,1,1,2017-04-29,0350,A,60,6.0NRT,294.9,5.4,N
-21.949,-59.048,306.9,1.3,1.1,2017-04-29,0225,T,70,6.0NRT,285.7,13.7,N
-18,-61.868,304,1.7,1.3,2017-04-29,0225,T,58,6.0NRT,286.5,15.1,N
-18.002,-61.884,309.3,1.7,1.3,2017-04-29,0225,T,77,6.0NRT,286.6,22.6,N
-18.003,-61.874,312.4,1.7,1.3,2017-04-29,0225,T,85,6.0NRT,286.8,27.8,N
-17.888,-62.177,305.4,1.8,1.3,2017-04-29,0225,T,64,6.0NRT,286.3,17.6,N
-17.865,-62.18,302.7,1.8,1.3,2017-04-29,0225,T,18,6.0NRT,286.1,12.8,N
-16.115,-62.015,305.3,1.6,1.3,2017-04-29,0225,T,64,6.0NRT,287.4,15.2,N
-13.536,-56.741,300.7,1,1,2017-04-29,0225,T,32,6.0NRT,290.1,3.7,N
3.23,103.224,312,1.6,1.2,2017-04-29,0320,T,61,6.0NRT,290.2,12.1,D
1.241,111.735,317.2,1.6,1.2,2017-04-29,0320,T,76,6.0NRT,291.9,18.8,D
-0.384,102.81,313.7,1.5,1.2,2017-04-29,0320,T,24,6.0NRT,294.2,10.8,D
-0.465,100.405,310.2,2.3,1.5,2017-04-29,0320,T,50,6.0NRT,293.1,17.4,D
-4.477,104.916,327.2,1,1,2017-04-29,0320,T,81,6.0NRT,294.4,19.7,D
-6.893,107.502,318.1,1.1,1,2017-04-29,0320,T,31,6.0NRT,296.4,9.1,D
-6.898,107.495,314.2,1.1,1,2017-04-29,0320,T,61,6.0NRT,295.9,8,D
-6.96,107.794,319.2,1.1,1.1,2017-04-29,0320,T,45,6.0NRT,298.8,11.3,D
-6.961,107.804,318,1.1,1.1,2017-04-29,0320,T,40,6.0NRT,297,10.3,D
-6.964,107.618,320.5,1.1,1.1,2017-04-29,0320,T,49,6.0NRT,297.9,6.9,D
-6.974,107.689,314.4,1.1,1.1,2017-04-29,0320,T,15,6.0NRT,295.4,6.2,D
-6.973,107.617,321,1.1,1.1,2017-04-29,0320,T,49,6.0NRT,298.2,9.3,D
-7.011,107.745,315,1.1,1.1,2017-04-29,0320,T,68,6.0NRT,297.3,7.1,D
-30.862,121.486,309.4,1.2,1.1,2017-04-29,0150,T,61,6.0NRT,297,6.8,D
-30.865,121.499,310.6,1.2,1.1,2017-04-29,0150,T,64,6.0NRT,297.8,7.8,D
-30.645,117.153,314,2.2,1.4,2017-04-29,0150,T,68,6.0NRT,296.7,24.5,D
-30.649,117.176,309.6,2.2,1.4,2017-04-29,0150,T,58,6.0NRT,297.4,13.4,D
-30.642,117.147,310.7,2.2,1.4,2017-04-29,0150,T,28,6.0NRT,296.7,14.9,D
-30.646,117.17,311.4,2.2,1.4,2017-04-29,0150,T,34,6.0NRT,297.4,16.1,D
-31.912,116.597,310.3,2.3,1.5,2017-04-29,0150,T,62,6.0NRT,294.7,24.9,D
-32.596,118.614,308.8,1.6,1.3,2017-04-29,0150,T,62,6.0NRT,296.4,9.7,D
-32.6,118.632,327.6,1.6,1.3,2017-04-29,0150,T,84,6.0NRT,297.5,45.2,D
-33.051,119.371,310.6,1.4,1.2,2017-04-29,0150,T,57,6.0NRT,297.7,8.7,D
-33.054,119.386,311.1,1.4,1.2,2017-04-29,0150,T,63,6.0NRT,296.9,9.5,D
-33.057,119.379,312.7,1.4,1.2,2017-04-29,0150,T,68,6.0NRT,297.4,12.3,D
-32.969,118.857,304.9,1.5,1.2,2017-04-29,0150,T,29,6.0NRT,294.5,5.9,D
-33.052,116.763,310.6,2.1,1.4,2017-04-29,0150,T,65,6.0NRT,296.4,17.9,D
-34.563,117.614,303,1.7,1.3,2017-04-29,0150,T,43,6.0NRT,292.6,7.7,D
31.86,6.179,301.6,2.3,1.5,2017-04-29,0200,A,42,6.0NRT,278.8,19.9,N
31.864,6.172,305.3,2.3,1.5,2017-04-29,0200,A,64,6.0NRT,279,29,N
31.773,6.092,300.9,2.3,1.5,2017-04-29,0200,A,35,6.0NRT,279.3,19.2,N
-12.886,132.695,326.7,1.4,1.2,2017-04-29,0145,T,59,6.0NRT,296.6,25.1,D
-12.887,132.708,330.8,1.4,1.2,2017-04-29,0145,T,84,6.0NRT,296.9,33.5,D
-12.889,132.72,320.5,1.4,1.2,2017-04-29,0145,T,66,6.0NRT,296.4,15.7,D
-12.894,132.681,322.8,1.4,1.2,2017-04-29,0145,T,70,6.0NRT,296.7,19.8,D
-12.902,132.687,325.9,1.4,1.2,2017-04-29,0145,T,63,6.0NRT,296.7,24.5,D
-12.933,132.76,317.6,1.4,1.2,2017-04-29,0145,T,32,6.0NRT,297.1,11.5,D
-12.955,132.77,327.9,1.4,1.2,2017-04-29,0145,T,82,6.0NRT,298.2,28.4,D
-12.97,132.716,318.8,1.4,1.2,2017-04-29,0145,T,41,6.0NRT,296.9,12.8,D
-12.999,132.777,330,1.4,1.2,2017-04-29,0145,T,46,6.0NRT,297.6,29.5,D
-13.006,132.782,327.6,1.4,1.2,2017-04-29,0145,T,49,6.0NRT,297.5,27.4,D
-13.048,132.699,320.9,1.4,1.2,2017-04-29,0145,T,43,6.0NRT,297.1,16.4,D
-13.05,132.712,322.2,1.4,1.2,2017-04-29,0145,T,40,6.0NRT,297.3,17.6,D
-13.076,132.747,320.3,1.4,1.2,2017-04-29,0145,T,59,6.0NRT,297.3,14.5,D
-13.127,132.76,322.5,1.4,1.2,2017-04-29,0145,T,55,6.0NRT,298,17.8,D
-13.137,132.759,319.9,1.4,1.2,2017-04-29,0145,T,38,6.0NRT,297.8,13.9,D
-13.139,132.772,317.1,1.4,1.2,2017-04-29,0145,T,38,6.0NRT,297.5,10.6,D
-13.32,131.778,312.1,1.2,1.1,2017-04-29,0145,T,54,6.0NRT,295.4,5.8,D
-13.359,131.756,324.9,1.2,1.1,2017-04-29,0145,T,78,6.0NRT,295.3,21.4,D
-13.369,131.754,315.8,1.2,1.1,2017-04-29,0145,T,15,6.0NRT,295.6,8.9,D
-13.476,131.722,312.6,1.2,1.1,2017-04-29,0145,T,57,6.0NRT,296.9,6,D
-13.864,131.874,318.7,1.3,1.1,2017-04-29,0145,T,71,6.0NRT,297.2,13.7,D
-14.031,132.213,312.3,1.3,1.1,2017-04-29,0145,T,53,6.0NRT,297.3,6.3,D
-13.911,130.709,322.2,1.1,1,2017-04-29,0145,T,75,6.0NRT,293.4,15.4,D
-13.925,130.811,314.8,1.1,1.1,2017-04-29,0145,T,57,6.0NRT,298.1,7.1,D
-14.151,132.354,317.9,1.4,1.2,2017-04-29,0145,T,56,6.0NRT,298,12.5,D
-14.153,132.367,318.4,1.4,1.2,2017-04-29,0145,T,61,6.0NRT,299.8,13.1,D
-14.188,132.555,317.2,1.4,1.2,2017-04-29,0145,T,43,6.0NRT,296.2,12.8,D
-14.19,132.568,314.3,1.4,1.2,2017-04-29,0145,T,20,6.0NRT,293.7,9.8,D
-14.165,132.301,317.7,1.3,1.1,2017-04-29,0145,T,68,6.0NRT,298.1,12.9,D
-14.167,132.314,325.5,1.3,1.2,2017-04-29,0145,T,79,6.0NRT,298.7,25.7,D
-14.202,132.501,316,1.4,1.2,2017-04-29,0145,T,46,6.0NRT,298.4,9.5,D
-14.204,132.514,318.9,1.4,1.2,2017-04-29,0145,T,52,6.0NRT,298.3,12.8,D
-14.063,131.174,317.6,1.2,1.1,2017-04-29,0145,T,59,6.0NRT,297.4,10.3,D
-14.248,132.521,317.9,1.4,1.2,2017-04-29,0145,T,39,6.0NRT,299,11.2,D
-14.065,131.167,314.4,1.2,1.1,2017-04-29,0145,T,61,6.0NRT,298.9,8.3,D
-14.067,131.178,311.3,1.2,1.1,2017-04-29,0145,T,39,6.0NRT,296,5.8,D
-14.253,132.514,321.5,1.4,1.2,2017-04-29,0145,T,67,6.0NRT,299.6,17.4,D
-14.086,130.823,317.8,1.1,1.1,2017-04-29,0145,T,60,6.0NRT,296.5,9.8,D
-14.088,130.834,317.9,1.1,1.1,2017-04-29,0145,T,69,6.0NRT,297.3,10.5,D
-14.089,130.844,316.2,1.1,1.1,2017-04-29,0145,T,46,6.0NRT,298.4,8.7,D
-14.199,131.045,314.9,1.1,1.1,2017-04-29,0145,T,57,6.0NRT,298.2,7.9,D
-14.197,130.822,321.5,1.1,1.1,2017-04-29,0145,T,74,6.0NRT,299.3,13.3,D
-14.232,130.832,318.7,1.1,1.1,2017-04-29,0145,T,61,6.0NRT,298.5,9.1,D
-14.272,130.911,322.9,1.1,1.1,2017-04-29,0145,T,73,6.0NRT,300.6,14,D
-14.305,130.9,315.6,1.1,1.1,2017-04-29,0145,T,54,6.0NRT,299.6,7.6,D
-14.338,131.002,316.7,1.1,1.1,2017-04-29,0145,T,68,6.0NRT,295.4,9.5,D
-14.362,130.829,317.5,1.1,1.1,2017-04-29,0145,T,69,6.0NRT,298.6,8.9,D
-14.364,130.839,317.1,1.1,1.1,2017-04-29,0145,T,66,6.0NRT,298.1,8.3,D
-14.392,130.899,319.3,1.1,1.1,2017-04-29,0145,T,64,6.0NRT,298.3,10,D
-14.397,130.838,319.2,1.1,1.1,2017-04-29,0145,T,44,6.0NRT,299,10.8,D
-14.408,130.847,321.6,1.1,1.1,2017-04-29,0145,T,44,6.0NRT,297.4,12.3,D
-14.41,130.857,325.8,1.1,1.1,2017-04-29,0145,T,76,6.0NRT,298,18.2,D
-14.411,130.868,322.8,1.1,1.1,2017-04-29,0145,T,61,6.0NRT,297.9,14.7,D
-15.349,131.183,330,1.2,1.1,2017-04-29,0145,T,83,6.0NRT,301.2,24.8,D
-15.351,131.177,325.2,1.2,1.1,2017-04-29,0145,T,57,6.0NRT,301.2,16.4,D
-15.352,131.188,325.5,1.2,1.1,2017-04-29,0145,T,61,6.0NRT,300.6,17.1,D
-15.363,131.197,320.5,1.2,1.1,2017-04-29,0145,T,42,6.0NRT,301.4,11.6,D
-15.418,131.235,320.5,1.2,1.1,2017-04-29,0145,T,39,6.0NRT,299.6,11.2,D
-15.416,131.145,326.8,1.2,1.1,2017-04-29,0145,T,80,6.0NRT,301,18.7,D
-15.417,131.156,323.9,1.2,1.1,2017-04-29,0145,T,77,6.0NRT,302.2,14.6,D
-15.428,131.234,322.7,1.2,1.1,2017-04-29,0145,T,63,6.0NRT,301.1,13.7,D
-15.44,131.324,317.6,1.2,1.1,2017-04-29,0145,T,41,6.0NRT,300,8.7,D
-15.502,131.252,319.1,1.2,1.1,2017-04-29,0145,T,53,6.0NRT,301,9,D
-15.575,131.339,323,1.2,1.1,2017-04-29,0145,T,75,6.0NRT,297.3,15.3,D
-15.554,131.103,314.1,1.2,1.1,2017-04-29,0145,T,58,6.0NRT,295.1,7.1,D
-15.625,131.333,319,1.2,1.1,2017-04-29,0145,T,52,6.0NRT,301.6,9.5,D
-15.627,131.344,319.9,1.2,1.1,2017-04-29,0145,T,58,6.0NRT,299.3,11,D
-15.623,131.24,315.8,1.2,1.1,2017-04-29,0145,T,38,6.0NRT,296.5,7.3,D
-15.624,131.252,321.9,1.2,1.1,2017-04-29,0145,T,67,6.0NRT,297,13.8,D
-15.635,131.331,326.4,1.2,1.1,2017-04-29,0145,T,76,6.0NRT,298.7,20.2,D
-15.621,131.064,316,1.2,1.1,2017-04-29,0145,T,40,6.0NRT,295,7.9,D
-15.621,130.778,320.9,1.1,1.1,2017-04-29,0145,T,70,6.0NRT,299.6,10.9,D
-15.623,130.788,318.1,1.2,1.1,2017-04-29,0145,T,56,6.0NRT,298.6,7.8,D
-15.678,131.124,313.7,1.2,1.1,2017-04-29,0145,T,50,6.0NRT,294.7,6.5,D
-15.745,131.086,319.4,1.2,1.1,2017-04-29,0145,T,62,6.0NRT,293.8,11.3,D
-15.75,131.119,319.7,1.2,1.1,2017-04-29,0145,T,26,6.0NRT,295.9,10.2,D
-15.755,131.084,316.5,1.2,1.1,2017-04-29,0145,T,27,6.0NRT,293.6,8,D
-15.79,131.125,323.9,1.2,1.1,2017-04-29,0145,T,76,6.0NRT,297.1,16.8,D
-15.76,130.811,322.4,1.2,1.1,2017-04-29,0145,T,74,6.0NRT,294.3,14.6,D
-15.827,131.091,321.4,1.2,1.1,2017-04-29,0145,T,73,6.0NRT,298,15,D
-15.829,131.102,318.2,1.2,1.1,2017-04-29,0145,T,63,6.0NRT,295.9,10.6,D
-15.837,131.089,318.6,1.2,1.1,2017-04-29,0145,T,23,6.0NRT,298.1,10.7,D
-16.342,135.166,314.3,2.3,1.5,2017-04-29,0145,T,63,6.0NRT,302,20.8,D
-15.828,130.801,319,1.2,1.1,2017-04-29,0145,T,63,6.0NRT,295.1,11,D
-15.829,130.811,318,1.2,1.1,2017-04-29,0145,T,45,6.0NRT,295.1,9.7,D
-15.831,130.822,320.1,1.2,1.1,2017-04-29,0145,T,38,6.0NRT,294.9,11.6,D
-15.912,130.433,328.6,1.1,1.1,2017-04-29,0145,T,81,6.0NRT,301.7,21.3,D
-15.914,130.443,319.2,1.1,1.1,2017-04-29,0145,T,53,6.0NRT,301.8,9.3,D
-15.928,130.336,322.1,1.1,1,2017-04-29,0145,T,58,6.0NRT,301,13.1,D
-15.972,130.064,324,1.1,1,2017-04-29,0145,T,53,6.0NRT,301.8,11,D
-15.977,130.094,324,1.1,1,2017-04-29,0145,T,70,6.0NRT,301.6,12.4,D
-16.042,130.567,317.7,1.1,1.1,2017-04-29,0145,T,66,6.0NRT,300.2,9,D
-15.999,130.05,320.9,1.1,1,2017-04-29,0145,T,60,6.0NRT,299.6,9.2,D
-16.162,130.315,319.5,1.1,1.1,2017-04-29,0145,T,55,6.0NRT,299.8,10,D
-16.163,130.325,321.7,1.1,1.1,2017-04-29,0145,T,71,6.0NRT,299.7,11.8,D
-16.017,129.143,319.7,1,1,2017-04-29,0145,T,64,6.0NRT,300.7,7.6,D
-16.223,130.337,319.2,1.1,1.1,2017-04-29,0145,T,69,6.0NRT,298.7,10.3,D
-16.582,132.96,316.4,1.6,1.2,2017-04-29,0145,T,66,6.0NRT,300.3,16.9,D
-16.603,133.034,322.3,1.6,1.3,2017-04-29,0145,T,58,6.0NRT,301.9,22.6,D
-16.581,132.954,317.4,1.6,1.2,2017-04-29,0145,T,68,6.0NRT,300.5,17.6,D
-16.602,133.028,319.7,1.6,1.3,2017-04-29,0145,T,69,6.0NRT,302.7,17.5,D
-16.603,133.043,317,1.6,1.3,2017-04-29,0145,T,52,6.0NRT,300.5,14,D
-16.744,132.338,319.3,1.5,1.2,2017-04-29,0145,T,71,6.0NRT,298.1,19.2,D
-16.745,132.352,317.4,1.5,1.2,2017-04-29,0145,T,59,6.0NRT,299.2,15,D
-16.759,132.463,315.7,1.5,1.2,2017-04-29,0145,T,64,6.0NRT,300.8,13.6,D
-16.404,128.26,317.6,1,1,2017-04-29,0145,T,69,6.0NRT,296.8,7.7,D
-16.415,128.024,319.7,1,1,2017-04-29,0145,T,46,6.0NRT,299.7,8.5,D
-16.452,128.027,318,1,1,2017-04-29,0145,T,25,6.0NRT,295.4,7.1,D
-16.813,130.549,317.4,1.2,1.1,2017-04-29,0145,T,65,6.0NRT,297.1,9.9,D
-18.024,124.936,327.6,1.2,1.1,2017-04-29,0145,T,78,6.0NRT,296.5,27.3,D
-18.026,124.948,322.4,1.2,1.1,2017-04-29,0145,T,64,6.0NRT,291.1,19.4,D
-18.161,124.776,322.9,1.2,1.1,2017-04-29,0145,T,74,6.0NRT,290.1,17,D
-18.163,124.787,319.8,1.2,1.1,2017-04-29,0145,T,59,6.0NRT,291.6,13.1,D
-18.188,124.878,326.2,1.2,1.1,2017-04-29,0145,T,81,6.0NRT,296.1,20.3,D
